Bus,name
4550,DE1 0
4551,DE1 0
4552,DE1 0
4553,DE1 0
4554,DE1 0
4555,DE1 0
4557,DE1 0
4556,DE1 0
4558,DE1 0
4559,DE1 0
4560,DE1 0
4562,DE1 0
4561,DE1 0
4563,DE1 0
4565,DE1 0
4564,DE1 0
4566,DE1 0
4567,DE1 0
4568,DE1 0
4569,DE1 0
4571,DE1 0
4570,DE1 0
4573,DE1 0
4572,DE1 0
4574,DE1 0
4575,DE1 0
4577,DE1 0
4576,DE1 0
4578,DE1 0
4579,DE1 0
4580,DE1 0
4581,DE1 0
4582,DE1 0
4584,DE1 0
4583,DE1 0
4585,DE1 0
4586,DE1 0
4589,DE1 0
4590,DE1 0
4592,DE1 0
4591,DE1 0
4593,DE1 0
4594,DE1 0
4595,DE1 0
4596,DE1 0
4619,DE1 0
4620,DE1 0
4621,DE1 0
4624,DE1 0
4625,DE1 0
4626,DE1 0
4627,DE1 0
4628,DE1 0
4629,DE1 0
4666,DE1 0
4665,DE1 0
4682,DE1 0
4685,DE1 0
4684,DE1 0
4688,DE1 0
4689,DE1 0
4690,DE1 0
4691,DE1 0
4693,DE1 0
4692,DE1 0
4695,DE1 0
4694,DE1 0
4697,DE1 0
4696,DE1 0
4698,DE1 0
4700,DE1 0
4699,DE1 0
4701,DE1 0
4702,DE1 0
4703,DE1 0
4704,DE1 0
4705,DE1 0
4706,DE1 0
4707,DE1 0
4709,DE1 0
4710,DE1 0
4711,DE1 0
4713,DE1 0
4712,DE1 0
4715,DE1 0
4714,DE1 0
4716,DE1 0
4717,DE1 0
4719,DE1 0
4718,DE1 0
4720,DE1 0
4722,DE1 0
4721,DE1 0
4723,DE1 0
4724,DE1 0
4725,DE1 0
4727,DE1 0
4726,DE1 0
4728,DE1 0
4730,DE1 0
4729,DE1 0
4731,DE1 0
4733,DE1 0
4732,DE1 0
4734,DE1 0
4736,DE1 0
4735,DE1 0
4738,DE1 0
4737,DE1 0
4740,DE1 0
4739,DE1 0
4742,DE1 0
4741,DE1 0
4744,DE1 0
4743,DE1 0
4746,DE1 0
4745,DE1 0
4748,DE1 0
4747,DE1 0
4749,DE1 0
4750,DE1 0
4752,DE1 0
4751,DE1 0
4754,DE1 0
4753,DE1 0
4755,DE1 0
4757,DE1 0
4756,DE1 0
4759,DE1 0
4758,DE1 0
4761,DE1 0
4760,DE1 0
4762,DE1 0
4763,DE1 0
4765,DE1 0
4764,DE1 0
4766,DE1 0
4768,DE1 0
4767,DE1 0
4769,DE1 0
4770,DE1 0
4771,DE1 0
4773,DE1 0
4772,DE1 0
4775,DE1 0
4774,DE1 0
4777,DE1 0
4776,DE1 0
4778,DE1 0
4779,DE1 0
4793,DE1 0
4795,DE1 0
4796,DE1 0
4798,DE1 0
4797,DE1 0
4800,DE1 0
4799,DE1 0
4829,DE1 0
4831,DE1 0
4830,DE1 0
4832,DE1 0
4834,DE1 0
4833,DE1 0
4836,DE1 0
4835,DE1 0
4837,DE1 0
4841,DE1 0
4840,DE1 0
4842,DE1 0
4845,DE1 0
4846,DE1 0
4847,DE1 0
4848,DE1 0
4849,DE1 0
4850,DE1 0
4852,DE1 0
4851,DE1 0
4853,DE1 0
4854,DE1 0
4856,DE1 0
4855,DE1 0
4857,DE1 0
4858,DE1 0
4859,DE1 0
4861,DE1 0
4860,DE1 0
4862,DE1 0
4863,DE1 0
4864,DE1 0
4865,DE1 0
4866,DE1 0
4867,DE1 0
4869,DE1 0
4868,DE1 0
4870,DE1 0
4871,DE1 0
4873,DE1 0
4874,DE1 0
4875,DE1 0
4876,DE1 0
4877,DE1 0
4878,DE1 0
4879,DE1 0
4880,DE1 0
4881,DE1 0
4882,DE1 0
4883,DE1 0
4884,DE1 0
4885,DE1 0
4886,DE1 0
4887,DE1 0
4888,DE1 0
4890,DE1 0
4889,DE1 0
4891,DE1 0
4892,DE1 0
4893,DE1 0
4894,DE1 0
4895,DE1 0
4896,DE1 0
4897,DE1 0
4898,DE1 0
4899,DE1 0
4900,DE1 0
4901,DE1 0
4902,DE1 0
4903,DE1 0
4904,DE1 0
4905,DE1 0
4907,DE1 0
4906,DE1 0
4909,DE1 0
4908,DE1 0
4911,DE1 0
4910,DE1 0
4913,DE1 0
4912,DE1 0
4914,DE1 0
4915,DE1 0
4917,DE1 0
4916,DE1 0
4918,DE1 0
4920,DE1 0
4919,DE1 0
4921,DE1 0
4922,DE1 0
4923,DE1 0
4924,DE1 0
4925,DE1 0
4926,DE1 0
4927,DE1 0
4928,DE1 0
4929,DE1 0
4930,DE1 0
4931,DE1 0
4932,DE1 0
4933,DE1 0
4934,DE1 0
4935,DE1 0
4937,DE1 0
4936,DE1 0
4938,DE1 0
4939,DE1 0
4940,DE1 0
4941,DE1 0
4942,DE1 0
4943,DE1 0
4944,DE1 0
4945,DE1 0
4946,DE1 0
4947,DE1 0
4948,DE1 0
4949,DE1 0
5622,DE1 0
8297,DE1 0
5679,DE1 0
5680,DE1 0
5681,DE1 0
5685,DE1 0
5684,DE1 0
5687,DE1 0
5686,DE1 0
5688,DE1 0
5689,DE1 0
5690,DE1 0
5691,DE1 0
5693,DE1 0
5692,DE1 0
5695,DE1 0
5694,DE1 0
5696,DE1 0
5697,DE1 0
5699,DE1 0
5698,DE1 0
5700,DE1 0
5701,DE1 0
5702,DE1 0
5703,DE1 0
5704,DE1 0
5705,DE1 0
5706,DE1 0
5707,DE1 0
5709,DE1 0
5708,DE1 0
5711,DE1 0
5710,DE1 0
5722,DE1 0
5721,DE1 0
5770,DE1 0
5769,DE1 0
5773,DE1 0
5772,DE1 0
5778,DE1 0
5780,DE1 0
5779,DE1 0
5782,DE1 0
5783,DE1 0
5784,DE1 0
5786,DE1 0
5787,DE1 0
5788,DE1 0
5789,DE1 0
5790,DE1 0
5792,DE1 0
5791,DE1 0
5793,DE1 0
5794,DE1 0
5796,DE1 0
5795,DE1 0
5825,DE1 0
5826,DE1 0
5827,DE1 0
5828,DE1 0
5830,DE1 0
5833,DE1 0
5832,DE1 0
5850,DE1 0
5851,DE1 0
5853,DE1 0
5854,DE1 0
5856,DE1 0
5855,DE1 0
5858,DE1 0
5861,DE1 0
5863,DE1 0
5862,DE1 0
5864,DE1 0
5865,DE1 0
5866,DE1 0
5867,DE1 0
5868,DE1 0
5869,DE1 0
5870,DE1 0
5871,DE1 0
5873,DE1 0
5872,DE1 0
5875,DE1 0
5874,DE1 0
5876,DE1 0
5878,DE1 0
5877,DE1 0
5879,DE1 0
5880,DE1 0
5881,DE1 0
5882,DE1 0
5883,DE1 0
5885,DE1 0
5884,DE1 0
5886,DE1 0
5887,DE1 0
8581,DE1 0
7023,DE1 0
7053,DE1 0
7052,DE1 0
7074,DE1 0
7073,DE1 0
8847,DE1 0
7476,DE1 0
7475,DE1 0
8351,DE1 0
7889,DE1 0
7633,DE1 0
7632,DE1 0
7895,DE1 0
7897,DE1 0
7896,DE1 0
8175,DE1 0
8225,DE1 0
8115,DE1 0
7206,DE1 0
8041,DE1 0
8588,DE1 0
8725,DE1 0
7330,DE1 0
8116,DE1 0
7635,DE1 0
7634,DE1 0
8707,DE1 0
7914,DE1 0
8745,DE1 0
7631,DE1 0
7630,DE1 0
7319,DE1 0
8599,DE1 0
8616,DE1 0
8310,DE1 0
8309,DE1 0
8168,DE1 0
7888,DE1 0
7373,DE1 0
7901,DE1 0
8028,DE1 0
8039,DE1 0
8042,DE1 0
7318,DE1 0
8181,DE1 0
7812,DE1 0
7328,DE1 0
7903,DE1 0
8752,DE1 0
8151,DE1 0
8150,DE1 0
8152,DE1 0
7713,DE1 0
7947,DE1 0
8596,DE1 0
8121,DE1 0
7810,DE1 0
7809,DE1 0
7474,DE1 0
7473,DE1 0
7374,DE1 0
8291,DE1 0
8414,DE1 0
8480,DE1 0
8806,DE1 0
8832,DE1 0
8831,DE1 0
8357,DE1 0
8356,DE1 0
7420,DE1 0
8117,DE1 0
8685,DE1 0
8653,DE1 0
7363,DE1 0
7362,DE1 0
8101,DE1 0
8496,DE1 0
8495,DE1 0
8470,DE1 0
7210,DE1 0
8128,DE1 0
7424,DE1 0
7756,DE1 0
7703,DE1 0
7327,DE1 0
7375,DE1 0
7900,DE1 0
7949,DE1 0
7321,DE1 0
7320,DE1 0
8523,DE1 0
8038,DE1 0
8490,DE1 0
7898,DE1 0
8443,DE1 0
7419,DE1 0
7418,DE1 0
8102,DE1 0
7315,DE1 0
8099,DE1 0
7871,DE1 0
8312,DE1 0
7902,DE1 0
7459,DE1 0
7811,DE1 0
7290,DE1 0
7761,DE1 0
7760,DE1 0
8272,DE1 0
7329,DE1 0
8825,DE1 0
8848,DE1 0
8842,DE1 0
7322,DE1 0
7468,DE1 0
7677,DE1 0
8791,DE1 0
8593,DE1 0
8553,DE1 0
7636,DE1 0
7326,DE1 0
8728,DE1 0
8863,DE1 0
8040,DE1 0
8391,DE1 0
7623,DE1 0
8834,DE1 0
8100,DE1 0
8737,DE1 0
8331,DE1 0
8330,DE1 0
7317,DE1 0
7316,DE1 0
8610,DE1 0
7372,DE1 0
8726,FR1 0
7708,FR1 0
8313,FR1 0
8386,FR1 0
8333,FR1 0
7979,FR1 0
8853,FR1 0
2296,FR1 0
2297,FR1 0
2298,FR1 0
2299,FR1 0
2300,FR1 0
2301,FR1 0
2302,FR1 0
2303,FR1 0
2304,FR1 0
2305,FR1 0
2306,FR1 0
2307,FR1 0
2309,FR1 0
2308,FR1 0
2310,FR1 0
2311,FR1 0
2312,FR1 0
2313,FR1 0
2314,FR1 0
2315,FR1 0
2316,FR1 0
2318,FR1 0
2317,FR1 0
2319,FR1 0
2320,FR1 0
2321,FR1 0
2323,FR1 0
2322,FR1 0
2324,FR1 0
2325,FR1 0
2326,FR1 0
2327,FR1 0
2329,FR1 0
2328,FR1 0
2330,FR1 0
2331,FR1 0
2342,FR1 0
2341,FR1 0
2343,FR1 0
2344,FR1 0
2345,FR1 0
2346,FR1 0
2386,FR1 0
2387,FR1 0
2388,FR1 0
2389,FR1 0
2390,FR1 0
2391,FR1 0
2392,FR1 0
2393,FR1 0
2394,FR1 0
2396,FR1 0
2395,FR1 0
2398,FR1 0
2397,FR1 0
2399,FR1 0
2401,FR1 0
2400,FR1 0
2402,FR1 0
2403,FR1 0
2404,FR1 0
2405,FR1 0
2406,FR1 0
2407,FR1 0
2409,FR1 0
2408,FR1 0
2410,FR1 0
2411,FR1 0
2412,FR1 0
2413,FR1 0
2414,FR1 0
2415,FR1 0
2416,FR1 0
2417,FR1 0
2418,FR1 0
2419,FR1 0
2421,FR1 0
2420,FR1 0
2422,FR1 0
2423,FR1 0
2424,FR1 0
2425,FR1 0
2426,FR1 0
2427,FR1 0
2428,FR1 0
2430,FR1 0
2429,FR1 0
2432,FR1 0
2441,FR1 0
2469,FR1 0
2470,FR1 0
2471,FR1 0
2472,FR1 0
2473,FR1 0
2476,FR1 0
2475,FR1 0
2477,FR1 0
2501,FR1 0
2502,FR1 0
2503,FR1 0
2504,FR1 0
2505,FR1 0
2506,FR1 0
2507,FR1 0
2508,FR1 0
2509,FR1 0
2510,FR1 0
2511,FR1 0
2512,FR1 0
2513,FR1 0
2514,FR1 0
2515,FR1 0
2517,FR1 0
2516,FR1 0
2518,FR1 0
2519,FR1 0
2520,FR1 0
2521,FR1 0
2522,FR1 0
2523,FR1 0
2524,FR1 0
2525,FR1 0
2526,FR1 0
2527,FR1 0
2528,FR1 0
2529,FR1 0
2530,FR1 0
2531,FR1 0
2533,FR1 0
2532,FR1 0
2534,FR1 0
2535,FR1 0
2536,FR1 0
2537,FR1 0
2538,FR1 0
2540,FR1 0
2539,FR1 0
2541,FR1 0
2542,FR1 0
2543,FR1 0
2544,FR1 0
2545,FR1 0
2547,FR1 0
2546,FR1 0
2549,FR1 0
2548,FR1 0
2550,FR1 0
2551,FR1 0
2552,FR1 0
2553,FR1 0
2554,FR1 0
2555,FR1 0
2556,FR1 0
2557,FR1 0
7141,FR1 0
2558,FR1 0
2559,FR1 0
2560,FR1 0
2561,FR1 0
2562,FR1 0
2563,FR1 0
2564,FR1 0
2565,FR1 0
2566,FR1 0
2567,FR1 0
2568,FR1 0
2569,FR1 0
2571,FR1 0
2570,FR1 0
2572,FR1 0
2573,FR1 0
2574,FR1 0
2575,FR1 0
2576,FR1 0
2577,FR1 0
2578,FR1 0
2579,FR1 0
2580,FR1 0
2581,FR1 0
2582,FR1 0
2583,FR1 0
2686,FR1 0
2692,FR1 0
2691,FR1 0
2693,FR1 0
2694,FR1 0
2696,FR1 0
2695,FR1 0
2697,FR1 0
2698,FR1 0
2699,FR1 0
2700,FR1 0
2702,FR1 0
2701,FR1 0
2704,FR1 0
2703,FR1 0
2706,FR1 0
2705,FR1 0
2707,FR1 0
2708,FR1 0
2709,FR1 0
2711,FR1 0
2710,FR1 0
2761,FR1 0
2762,FR1 0
2764,FR1 0
3540,FR1 0
3517,FR1 0
3518,FR1 0
3519,FR1 0
3521,FR1 0
3520,FR1 0
3522,FR1 0
3523,FR1 0
3524,FR1 0
3525,FR1 0
3526,FR1 0
3527,FR1 0
3529,FR1 0
3528,FR1 0
3530,FR1 0
3531,FR1 0
3533,FR1 0
3534,FR1 0
3535,FR1 0
3536,FR1 0
3537,FR1 0
3538,FR1 0
3539,FR1 0
3541,FR1 0
3542,FR1 0
3543,FR1 0
3544,FR1 0
3546,FR1 0
3545,FR1 0
3548,FR1 0
3549,FR1 0
3550,FR1 0
3552,FR1 0
3551,FR1 0
3553,FR1 0
3554,FR1 0
3555,FR1 0
3556,FR1 0
3558,FR1 0
3557,FR1 0
3560,FR1 0
3559,FR1 0
3561,FR1 0
3562,FR1 0
3563,FR1 0
3564,FR1 0
3567,FR1 0
3568,FR1 0
3569,FR1 0
3570,FR1 0
3575,FR1 0
3576,FR1 0
3577,FR1 0
3578,FR1 0
3580,FR1 0
3579,FR1 0
3581,FR1 0
3582,FR1 0
3583,FR1 0
3585,FR1 0
3584,FR1 0
3627,FR1 0
3628,FR1 0
3629,FR1 0
3630,FR1 0
3631,FR1 0
3632,FR1 0
3638,FR1 0
3637,FR1 0
3644,FR1 0
3645,FR1 0
3652,FR1 0
3651,FR1 0
3653,FR1 0
3654,FR1 0
3655,FR1 0
3656,FR1 0
3657,FR1 0
3658,FR1 0
3660,FR1 0
3659,FR1 0
3661,FR1 0
3662,FR1 0
3664,FR1 0
3663,FR1 0
3665,FR1 0
3666,FR1 0
3667,FR1 0
3668,FR1 0
3670,FR1 0
3669,FR1 0
3672,FR1 0
3673,FR1 0
3674,FR1 0
3675,FR1 0
3676,FR1 0
3678,FR1 0
3677,FR1 0
3679,FR1 0
3680,FR1 0
3683,FR1 0
3684,FR1 0
3685,FR1 0
3686,FR1 0
3687,FR1 0
3689,FR1 0
3688,FR1 0
3690,FR1 0
3691,FR1 0
3692,FR1 0
3693,FR1 0
3930,FR1 0
3931,FR1 0
3932,FR1 0
3933,FR1 0
3934,FR1 0
3935,FR1 0
3936,FR1 0
3938,FR1 0
3937,FR1 0
3940,FR1 0
3939,FR1 0
3942,FR1 0
3941,FR1 0
3943,FR1 0
3944,FR1 0
3945,FR1 0
3946,FR1 0
3947,FR1 0
3948,FR1 0
3949,FR1 0
3951,FR1 0
3950,FR1 0
3953,FR1 0
3952,FR1 0
3954,FR1 0
3956,FR1 0
3958,FR1 0
3960,FR1 0
3959,FR1 0
3961,FR1 0
3962,FR1 0
3963,FR1 0
3964,FR1 0
3965,FR1 0
3966,FR1 0
3968,FR1 0
3967,FR1 0
3969,FR1 0
3971,FR1 0
3970,FR1 0
3972,FR1 0
3973,FR1 0
3974,FR1 0
3976,FR1 0
3975,FR1 0
3978,FR1 0
3977,FR1 0
3979,FR1 0
3980,FR1 0
3981,FR1 0
3982,FR1 0
3983,FR1 0
3984,FR1 0
3985,FR1 0
3987,FR1 0
3986,FR1 0
3988,FR1 0
3989,FR1 0
3990,FR1 0
3992,FR1 0
3991,FR1 0
3993,FR1 0
3994,FR1 0
3995,FR1 0
3996,FR1 0
3997,FR1 0
3999,FR1 0
3998,FR1 0
4000,FR1 0
4001,FR1 0
4002,FR1 0
4003,FR1 0
4005,FR1 0
4004,FR1 0
4007,FR1 0
4006,FR1 0
4008,FR1 0
4009,FR1 0
4010,FR1 0
4011,FR1 0
4012,FR1 0
4013,FR1 0
4014,FR1 0
4015,FR1 0
4017,FR1 0
4016,FR1 0
4018,FR1 0
4019,FR1 0
4020,FR1 0
4021,FR1 0
4023,FR1 0
4022,FR1 0
4024,FR1 0
4025,FR1 0
4026,FR1 0
4027,FR1 0
4028,FR1 0
4029,FR1 0
4030,FR1 0
4031,FR1 0
4032,FR1 0
4034,FR1 0
4033,FR1 0
4035,FR1 0
4036,FR1 0
4037,FR1 0
4038,FR1 0
4040,FR1 0
4039,FR1 0
4041,FR1 0
4042,FR1 0
4043,FR1 0
4044,FR1 0
4045,FR1 0
4046,FR1 0
4047,FR1 0
4048,FR1 0
4049,FR1 0
4051,FR1 0
4050,FR1 0
4052,FR1 0
4053,FR1 0
4054,FR1 0
4055,FR1 0
4056,FR1 0
4057,FR1 0
4058,FR1 0
4060,FR1 0
4059,FR1 0
4061,FR1 0
4062,FR1 0
4063,FR1 0
4064,FR1 0
4065,FR1 0
4066,FR1 0
4068,FR1 0
4067,FR1 0
4069,FR1 0
4070,FR1 0
4071,FR1 0
4073,FR1 0
4072,FR1 0
4074,FR1 0
4075,FR1 0
4076,FR1 0
4077,FR1 0
4079,FR1 0
4078,FR1 0
4080,FR1 0
4081,FR1 0
4082,FR1 0
4083,FR1 0
4084,FR1 0
4085,FR1 0
4086,FR1 0
4087,FR1 0
4088,FR1 0
4089,FR1 0
4091,FR1 0
4092,FR1 0
4094,FR1 0
4093,FR1 0
4095,FR1 0
4097,FR1 0
4096,FR1 0
4099,FR1 0
4100,FR1 0
4101,FR1 0
4102,FR1 0
4103,FR1 0
4104,FR1 0
4105,FR1 0
4106,FR1 0
4108,FR1 0
4107,FR1 0
4109,FR1 0
4110,FR1 0
4111,FR1 0
4112,FR1 0
4113,FR1 0
4114,FR1 0
4115,FR1 0
4116,FR1 0
4117,FR1 0
4118,FR1 0
4120,FR1 0
4119,FR1 0
4121,FR1 0
4122,FR1 0
4123,FR1 0
4125,FR1 0
4124,FR1 0
4126,FR1 0
4128,FR1 0
4127,FR1 0
4129,FR1 0
4131,FR1 0
4130,FR1 0
4133,FR1 0
4132,FR1 0
4134,FR1 0
4135,FR1 0
4136,FR1 0
4137,FR1 0
4138,FR1 0
4139,FR1 0
4140,FR1 0
4142,FR1 0
4141,FR1 0
4143,FR1 0
4144,FR1 0
4145,FR1 0
4146,FR1 0
4147,FR1 0
4148,FR1 0
4150,FR1 0
4149,FR1 0
4151,FR1 0
4152,FR1 0
4153,FR1 0
4155,FR1 0
4154,FR1 0
4156,FR1 0
4157,FR1 0
4158,FR1 0
4159,FR1 0
4161,FR1 0
4160,FR1 0
4162,FR1 0
4163,FR1 0
4164,FR1 0
4165,FR1 0
4166,FR1 0
4167,FR1 0
4168,FR1 0
4170,FR1 0
4169,FR1 0
4171,FR1 0
4172,FR1 0
4173,FR1 0
4174,FR1 0
4175,FR1 0
4176,FR1 0
4178,FR1 0
4177,FR1 0
4179,FR1 0
4180,FR1 0
4181,FR1 0
4182,FR1 0
4184,FR1 0
4183,FR1 0
4185,FR1 0
4186,FR1 0
4188,FR1 0
4187,FR1 0
4189,FR1 0
4190,FR1 0
4191,FR1 0
4192,FR1 0
4194,FR1 0
4193,FR1 0
4195,FR1 0
4196,FR1 0
4197,FR1 0
4198,FR1 0
4199,FR1 0
4200,FR1 0
4201,FR1 0
4202,FR1 0
4203,FR1 0
4205,FR1 0
4204,FR1 0
4206,FR1 0
4207,FR1 0
4208,FR1 0
4210,FR1 0
4209,FR1 0
4211,FR1 0
4213,FR1 0
4212,FR1 0
4214,FR1 0
4215,FR1 0
7859,FR1 0
7775,FR1 0
4805,FR1 0
4814,FR1 0
4816,FR1 0
4817,FR1 0
4819,FR1 0
4818,FR1 0
4820,FR1 0
4821,FR1 0
4822,FR1 0
4824,FR1 0
4823,FR1 0
4825,FR1 0
4826,FR1 0
4827,FR1 0
4839,FR1 0
4838,FR1 0
4843,FR1 0
4844,FR1 0
4983,FR1 0
4982,FR1 0
4985,FR1 0
4984,FR1 0
4986,FR1 0
4988,FR1 0
4987,FR1 0
4989,FR1 0
4991,FR1 0
4990,FR1 0
4992,FR1 0
4993,FR1 0
4994,FR1 0
4995,FR1 0
4996,FR1 0
4997,FR1 0
4998,FR1 0
4999,FR1 0
5001,FR1 0
5000,FR1 0
5002,FR1 0
5003,FR1 0
5004,FR1 0
5005,FR1 0
5006,FR1 0
5007,FR1 0
5009,FR1 0
5008,FR1 0
5010,FR1 0
5011,FR1 0
5012,FR1 0
5014,FR1 0
5013,FR1 0
5015,FR1 0
5016,FR1 0
5017,FR1 0
5018,FR1 0
5019,FR1 0
5020,FR1 0
5021,FR1 0
5022,FR1 0
5024,FR1 0
5023,FR1 0
5025,FR1 0
5026,FR1 0
5027,FR1 0
5028,FR1 0
5029,FR1 0
5030,FR1 0
5031,FR1 0
5033,FR1 0
5032,FR1 0
5034,FR1 0
5035,FR1 0
5036,FR1 0
5037,FR1 0
5038,FR1 0
5040,FR1 0
5039,FR1 0
5042,FR1 0
5041,FR1 0
5043,FR1 0
5044,FR1 0
5045,FR1 0
5046,FR1 0
5047,FR1 0
5049,FR1 0
5048,FR1 0
5050,FR1 0
5052,FR1 0
5051,FR1 0
5053,FR1 0
5054,FR1 0
5055,FR1 0
5056,FR1 0
5058,FR1 0
5057,FR1 0
5128,FR1 0
5111,FR1 0
5110,FR1 0
5112,FR1 0
5113,FR1 0
5114,FR1 0
5115,FR1 0
5117,FR1 0
5116,FR1 0
5119,FR1 0
5118,FR1 0
5120,FR1 0
5121,FR1 0
5122,FR1 0
5124,FR1 0
5123,FR1 0
5125,FR1 0
5126,FR1 0
5127,FR1 0
5129,FR1 0
5130,FR1 0
5131,FR1 0
5132,FR1 0
5134,FR1 0
5133,FR1 0
5135,FR1 0
5136,FR1 0
5137,FR1 0
5139,FR1 0
5138,FR1 0
5140,FR1 0
5141,FR1 0
5142,FR1 0
5143,FR1 0
5144,FR1 0
5145,FR1 0
5146,FR1 0
5147,FR1 0
5148,FR1 0
5149,FR1 0
5150,FR1 0
5151,FR1 0
5152,FR1 0
5158,FR1 0
5160,FR1 0
5159,FR1 0
5162,FR1 0
5161,FR1 0
5170,FR1 0
5171,FR1 0
5172,FR1 0
5173,FR1 0
5174,FR1 0
5176,FR1 0
5175,FR1 0
5177,FR1 0
5178,FR1 0
5179,FR1 0
5182,FR1 0
5275,FR1 0
5276,FR1 0
5277,FR1 0
5278,FR1 0
5279,FR1 0
5280,FR1 0
5281,FR1 0
5282,FR1 0
5284,FR1 0
5283,FR1 0
7789,FR1 0
7788,FR1 0
8531,FR1 0
7399,FR1 0
7854,FR1 0
8815,FR1 0
8511,FR1 0
7037,FR1 0
7274,FR1 0
7268,FR1 0
7267,FR1 0
7349,FR1 0
7858,FR1 0
8738,FR1 0
7144,FR1 0
7273,FR1 0
8822,FR1 0
8821,FR1 0
8413,FR1 0
7773,FR1 0
7143,FR1 0
7347,FR1 0
7783,FR1 0
8692,FR1 0
7718,FR1 0
7664,FR1 0
7663,FR1 0
8574,FR1 0
8250,FR1 0
7857,FR1 0
8178,FR1 0
7142,FR1 0
8177,FR1 0
7275,FR1 0
8605,FR1 0
8829,FR1 0
7269,FR1 0
7787,FR1 0
8756,FR1 0
7689,FR1 0
7152,FR1 0
7272,FR1 0
7400,FR1 0
8393,FR1 0
8497,FR1 0
7782,FR1 0
7149,FR1 0
7661,FR1 0
8717,FR1 0
7856,FR1 0
7855,FR1 0
8388,FR1 0
8238,FR1 0
8771,FR1 0
7687,FR1 0
8163,FR1 0
8429,FR1 0
7978,FR1 0
8246,FR1 0
7146,FR1 0
7145,FR1 0
7930,FR1 0
7271,FR1 0
7662,FR1 0
7852,FR1 0
8662,FR1 0
8604,FR1 0
8144,FR1 0
8700,FR1 0
8769,FR1 0
7264,FR1 0
7665,FR1 0
8394,FR1 0
8141,FR1 0
8140,FR1 0
7263,FR1 0
7929,FR1 0
7976,FR1 0
